,steering angle (rad),t (sec),transmission (0=Low or 1=High),velocity ctrl (m/s)
43,-0.07146230008165759,0.2853109836578369,0,0.026771653543307083
44,-0.07146230008165759,0.28749895095825195,0,0.026771653543307083
45,-0.07146230008165759,0.28990793228149414,0,0.013385826771653541
46,-0.07146230008165759,0.29224395751953125,0,0.013385826771653541
47,-0.07146230008165759,0.2956979274749756,0,0.026771653543307083
48,-0.07146230008165759,0.2975139617919922,0,0.026771653543307083
49,-0.07146230008165759,0.29996609687805176,0,0.026771653543307083
50,-0.07146230008165759,0.3026919364929199,0,0.026771653543307083
51,-0.07146230008165759,0.30471014976501465,0,0.026771653543307083
52,-0.07146230008165759,0.3066699504852295,0,0.026771653543307083
53,-0.07146230008165759,0.30844807624816895,0,0.013385826771653541
54,-0.07146230008165759,0.3099191188812256,0,0.013385826771653541
55,-0.07146230008165759,0.31288599967956543,0,0.013385826771653541
56,-0.07146230008165759,0.31515002250671387,0,0.013385826771653541
57,-0.07146230008165759,0.318040132522583,0,0.026771653543307083
58,-0.07146230008165759,0.3215360641479492,0,0.026771653543307083
59,-0.07146230008165759,0.32375407218933105,0,0.026771653543307083
60,-0.07146230008165759,0.32571911811828613,0,0.026771653543307083
61,-0.07146230008165759,0.32766103744506836,0,0.026771653543307083
62,-0.07146230008165759,0.3301529884338379,0,0.026771653543307083
63,-0.07146230008165759,0.3330380916595459,0,0.026771653543307083
64,-0.07146230008165759,0.33494997024536133,0,0.026771653543307083
65,-0.07146230008165759,0.3373880386352539,0,0.026771653543307083
66,-0.07146230008165759,0.3396599292755127,0,0.026771653543307083
67,-0.07146230008165759,0.34188294410705566,0,0.026771653543307083
68,-0.07146230008165759,0.34444594383239746,0,0.026771653543307083
69,-0.07146230008165759,0.34738612174987793,0,0.026771653543307083
70,-0.07146230008165759,0.3494429588317871,0,0.026771653543307083
71,-0.07146230008165759,0.35221195220947266,0,0.026771653543307083
72,-0.07146230008165759,0.35434412956237793,0,0.026771653543307083
73,-0.07146230008165759,0.356158971786499,0,0.026771653543307083
74,-0.07146230008165759,0.35767412185668945,0,0.026771653543307083
75,-0.07146230008165759,0.35999608039855957,0,0.026771653543307083
76,-0.07146230008165759,0.362199068069458,0,0.026771653543307083
77,-0.07146230008165759,0.36432504653930664,0,0.026771653543307083
78,-0.07146230008165759,0.36614108085632324,0,0.026771653543307083
79,-0.07146230008165759,0.3676929473876953,0,0.026771653543307083
80,-0.07146230008165759,0.369642972946167,0,0.026771653543307083
81,-0.07146230008165759,0.37203407287597656,0,0.026771653543307083
82,-0.07146230008165759,0.3741130828857422,0,0.026771653543307083
83,-0.07146230008165759,0.37619900703430176,0,0.026771653543307083
84,-0.07146230008165759,0.3780550956726074,0,0.026771653543307083
85,-0.07146230008165759,0.3810141086578369,0,0.026771653543307083
86,-0.07146230008165759,0.3827841281890869,0,0.026771653543307083
87,-0.07146230008165759,0.3846769332885742,0,0.026771653543307083
88,-0.07146230008165759,0.3869020938873291,0,0.026771653543307083
89,-0.07146230008165759,0.38878798484802246,0,0.026771653543307083
90,-0.07146230008165759,0.3909909725189209,0,0.026771653543307083
91,-0.07146230008165759,0.39434814453125,0,0.026771653543307083
92,-0.07146230008165759,0.3969099521636963,0,0.026771653543307083
93,-0.07146230008165759,0.3986971378326416,0,0.026771653543307083
94,-0.07146230008165759,0.4007439613342285,0,0.026771653543307083
95,-0.07146230008165759,0.4043741226196289,0,0.026771653543307083
96,-0.07146230008165759,0.4075789451599121,0,0.013385826771653541
97,-0.07146230008165759,0.41016411781311035,0,0.013385826771653541
98,-0.07146230008165759,0.412384033203125,0,0.013385826771653541
99,-0.07146230008165759,0.4154629707336426,0,0.013385826771653541
100,-0.07146230008165759,0.41777801513671875,0,0.013385826771653541
101,-0.07146230008165759,0.420274019241333,0,0.013385826771653541
102,-0.07146230008165759,0.42302703857421875,0,0.013385826771653541
103,-0.07146230008165759,0.42499303817749023,0,0.013385826771653541
104,-0.07146230008165759,0.4266841411590576,0,0.026771653543307083
105,-0.07146230008165759,0.4286010265350342,0,0.026771653543307083
106,-0.07146230008165759,0.43166208267211914,0,0.026771653543307083
107,-0.07146230008165759,0.4338240623474121,0,0.026771653543307083
108,-0.07146230008165759,0.4354569911956787,0,0.026771653543307083
109,-0.07146230008165759,0.43751096725463867,0,0.026771653543307083
110,-0.07146230008165759,0.4398491382598877,0,0.026771653543307083
111,-0.07146230008165759,0.44266605377197266,0,0.026771653543307083
112,-0.07146230008165759,0.4449300765991211,0,0.026771653543307083
113,-0.07146230008165759,0.4464890956878662,0,0.026771653543307083
114,-0.07146230008165759,0.44835996627807617,0,0.026771653543307083
115,-0.07146230008165759,0.450761079788208,0,0.026771653543307083
116,-0.07146230008165759,0.4544789791107178,0,0.026771653543307083
117,-0.07146230008165759,0.45718812942504883,0,0.026771653543307083
118,-0.07146230008165759,0.45906805992126465,0,0.026771653543307083
119,-0.07146230008165759,0.46280598640441895,0,0.026771653543307083
120,-0.07146230008165759,0.4649231433868408,0,0.026771653543307083
121,-0.07146230008165759,0.46703195571899414,0,0.026771653543307083
122,-0.07146230008165759,0.46860408782958984,0,0.026771653543307083
123,-0.07146230008165759,0.47102808952331543,0,0.026771653543307083
124,-0.07146230008165759,0.4727590084075928,0,0.026771653543307083
125,-0.07146230008165759,0.47464609146118164,0,0.026771653543307083
126,-0.07146230008165759,0.4765200614929199,0,0.026771653543307083
127,-0.07146230008165759,0.47852396965026855,0,0.026771653543307083
128,-0.07146230008165759,0.4806370735168457,0,0.026771653543307083
129,-0.07146230008165759,0.482712984085083,0,0.026771653543307083
130,-0.07146230008165759,0.48490405082702637,0,0.026771653543307083
131,-0.07146230008165759,0.4868171215057373,0,0.013385826771653541
132,-0.07146230008165759,0.489001989364624,0,0.013385826771653541
133,-0.07146230008165759,0.49116015434265137,0,0.013385826771653541
134,-0.07146230008165759,0.49378108978271484,0,0.013385826771653541
135,-0.07146230008165759,0.4959559440612793,0,0.013385826771653541
136,-0.07146230008165759,0.4978489875793457,0,0.026771653543307083
137,-0.07146230008165759,0.5000560283660889,0,0.026771653543307083
138,-0.07146230008165759,0.5021829605102539,0,0.026771653543307083
139,-0.07146230008165759,0.5043520927429199,0,0.026771653543307083
140,-0.07146230008165759,0.5058901309967041,0,0.026771653543307083
141,-0.07146230008165759,0.5074529647827148,0,0.026771653543307083
142,-0.07146230008165759,0.5093441009521484,0,0.026771653543307083
143,-0.07146230008165759,0.5121581554412842,0,0.026771653543307083
144,-0.07146230008165759,0.5141501426696777,0,0.026771653543307083
145,-0.07146230008165759,0.516258955001831,0,0.026771653543307083
146,-0.07146230008165759,0.518165111541748,0,0.026771653543307083
147,-0.07146230008165759,0.5199599266052246,0,0.026771653543307083
148,-0.07146230008165759,0.5221390724182129,0,0.026771653543307083
149,-0.07146230008165759,0.5245349407196045,0,0.026771653543307083
150,-0.07146230008165759,0.526669979095459,0,0.026771653543307083
151,-0.07146230008165759,0.5285661220550537,0,0.026771653543307083
152,-0.07146230008165759,0.5307631492614746,0,0.026771653543307083
153,-0.07146230008165759,0.5330700874328613,0,0.026771653543307083
154,-0.07146230008165759,0.5346341133117676,0,0.026771653543307083
155,-0.07146230008165759,0.5367741584777832,0,0.026771653543307083
156,-0.07146230008165759,0.5386021137237549,0,0.026771653543307083
157,-0.07146230008165759,0.5406711101531982,0,0.026771653543307083
158,-0.07146230008165759,0.5433990955352783,0,0.026771653543307083
159,-0.07146230008165759,0.5456371307373047,0,0.026771653543307083
160,-0.07146230008165759,0.5477380752563477,0,0.026771653543307083
161,-0.07146230008165759,0.5498261451721191,0,0.026771653543307083
162,-0.07146230008165759,0.552570104598999,0,0.026771653543307083
163,-0.07146230008165759,0.5548789501190186,0,0.026771653543307083
164,-0.07146230008165759,0.5571110248565674,0,0.026771653543307083
165,-0.07146230008165759,0.5592989921569824,0,0.013385826771653541
166,-0.07146230008165759,0.5620181560516357,0,0.013385826771653541
167,-0.07146230008165759,0.564568042755127,0,0.013385826771653541
168,-0.07146230008165759,0.5669801235198975,0,0.013385826771653541
169,-0.07146230008165759,0.5692000389099121,0,0.026771653543307083
170,-0.07146230008165759,0.5719420909881592,0,0.026771653543307083
171,-0.07146230008165759,0.5736410617828369,0,0.026771653543307083
172,-0.07146230008165759,0.5755951404571533,0,0.026771653543307083
173,-0.07146230008165759,0.577625036239624,0,0.026771653543307083
174,-0.07146230008165759,0.5793960094451904,0,0.026771653543307083
175,-0.07146230008165759,0.5822229385375977,0,0.026771653543307083
176,-0.07146230008165759,0.5845761299133301,0,0.026771653543307083
177,-0.07146230008165759,0.5869359970092773,0,0.026771653543307083
178,-0.07146230008165759,0.589008092880249,0,0.026771653543307083
179,-0.07146230008165759,0.5918419361114502,0,0.026771653543307083
180,-0.07146230008165759,0.5944919586181641,0,0.026771653543307083
181,-0.07146230008165759,0.596778154373169,0,0.026771653543307083
182,-0.07146230008165759,0.5988550186157227,0,0.026771653543307083
183,-0.07146230008165759,0.6013679504394531,0,0.026771653543307083
184,-0.07146230008165759,0.6048059463500977,0,0.026771653543307083
185,-0.07146230008165759,0.6071200370788574,0,0.026771653543307083
186,-0.07146230008165759,0.6091639995574951,0,0.026771653543307083
187,-0.07146230008165759,0.6112179756164551,0,0.026771653543307083
188,-0.07146230008165759,0.61338210105896,0,0.026771653543307083
189,-0.07146230008165759,0.6156120300292969,0,0.026771653543307083
190,-0.07146230008165759,0.6177079677581787,0,0.026771653543307083
191,-0.07146230008165759,0.6205151081085205,0,0.026771653543307083
192,-0.07146230008165759,0.6231610774993896,0,0.026771653543307083
193,-0.07146230008165759,0.6248691082000732,0,0.026771653543307083
194,-0.07146230008165759,0.6267671585083008,0,0.026771653543307083
195,-0.07146230008165759,0.6287620067596436,0,0.026771653543307083
196,-0.07146230008165759,0.6309170722961426,0,0.026771653543307083
197,-0.07146230008165759,0.6335320472717285,0,0.026771653543307083
198,-0.07146230008165759,0.6353919506072998,0,0.026771653543307083
199,-0.07146230008165759,0.6374120712280273,0,0.026771653543307083
200,-0.07146230008165759,0.6389601230621338,0,0.026771653543307083
201,-0.07146230008165759,0.6408390998840332,0,0.026771653543307083
202,-0.07146230008165759,0.6430940628051758,0,0.026771653543307083
203,-0.07146230008165759,0.6451261043548584,0,0.026771653543307083
204,-0.07146230008165759,0.6466331481933594,0,0.026771653543307083
205,-0.07146230008165759,0.6486749649047852,0,0.026771653543307083
206,-0.07146230008165759,0.6508510112762451,0,0.026771653543307083
207,-0.07146230008165759,0.6535360813140869,0,0.026771653543307083
208,-0.07146230008165759,0.655738115310669,0,0.026771653543307083
209,-0.07146230008165759,0.6577999591827393,0,0.026771653543307083
210,-0.07146230008165759,0.6594419479370117,0,0.026771653543307083
211,-0.07146230008165759,0.6617820262908936,0,0.026771653543307083
212,-0.07146230008165759,0.6638209819793701,0,0.026771653543307083
213,-0.07146230008165759,0.6659829616546631,0,0.026771653543307083
214,-0.07146230008165759,0.6678061485290527,0,0.026771653543307083
215,-0.07146230008165759,0.6698100566864014,0,0.026771653543307083
216,-0.07146230008165759,0.6723549365997314,0,0.026771653543307083
217,-0.07146230008165759,0.6743710041046143,0,0.026771653543307083
218,-0.07146230008165759,0.6761829853057861,0,0.026771653543307083
219,-0.07146230008165759,0.6777210235595703,0,0.026771653543307083
220,-0.07146230008165759,0.6795470714569092,0,0.026771653543307083
221,-0.07146230008165759,0.6819391250610352,0,0.026771653543307083
222,-0.07146230008165759,0.6836719512939453,0,0.026771653543307083
223,-0.07146230008165759,0.6856179237365723,0,0.026771653543307083
224,-0.07146230008165759,0.6874120235443115,0,0.026771653543307083
225,-0.07146230008165759,0.6895339488983154,0,0.026771653543307083
226,-0.07146230008165759,0.6921291351318359,0,0.026771653543307083
227,-0.07146230008165759,0.6941421031951904,0,0.026771653543307083
228,-0.07146230008165759,0.6961750984191895,0,0.026771653543307083
229,-0.07146230008165759,0.6982741355895996,0,0.026771653543307083
230,-0.07146230008165759,0.7009620666503906,0,0.026771653543307083
231,-0.07146230008165759,0.7035679817199707,0,0.026771653543307083
232,-0.07146230008165759,0.7061951160430908,0,0.026771653543307083
233,-0.07146230008165759,0.7081959247589111,0,0.026771653543307083
234,-0.07146230008165759,0.7102370262145996,0,0.026771653543307083
235,-0.07146230008165759,0.7128081321716309,0,0.026771653543307083
236,-0.07146230008165759,0.714785099029541,0,0.026771653543307083
237,-0.07146230008165759,0.7168369293212891,0,0.026771653543307083
238,-0.07146230008165759,0.718346118927002,0,0.026771653543307083
239,-0.07146230008165759,0.7206921577453613,0,0.026771653543307083
240,-0.07146230008165759,0.7239091396331787,0,0.026771653543307083
241,-0.07146230008165759,0.7268030643463135,0,0.026771653543307083
242,-0.07146230008165759,0.7285380363464355,0,0.026771653543307083
243,-0.07146230008165759,0.730118989944458,0,0.026771653543307083
244,-0.07146230008165759,0.7327630519866943,0,0.026771653543307083
245,-0.07146230008165759,0.7348711490631104,0,0.026771653543307083
246,-0.07146230008165759,0.7368011474609375,0,0.026771653543307083
247,-0.07146230008165759,0.7383761405944824,0,0.026771653543307083
248,-0.07146230008165759,0.7400670051574707,0,0.026771653543307083
249,-0.07146230008165759,0.7421309947967529,0,0.026771653543307083
250,-0.07146230008165759,0.7446510791778564,0,0.026771653543307083
251,-0.07146230008165759,0.7467179298400879,0,0.026771653543307083
252,-0.07146230008165759,0.748643159866333,0,0.026771653543307083
253,-0.07146230008165759,0.7503199577331543,0,0.026771653543307083
254,-0.07146230008165759,0.7528841495513916,0,0.026771653543307083
255,-0.07146230008165759,0.7548749446868896,0,0.026771653543307083
256,-0.07146230008165759,0.7569580078125,0,0.026771653543307083
257,-0.07146230008165759,0.7588400840759277,0,0.026771653543307083
258,-0.07146230008165759,0.7604730129241943,0,0.026771653543307083
259,-0.07146230008165759,0.7628920078277588,0,0.026771653543307083
260,-0.07146230008165759,0.7646100521087646,0,0.026771653543307083
261,-0.07146230008165759,0.7666349411010742,0,0.026771653543307083
262,-0.07146230008165759,0.7685630321502686,0,0.026771653543307083
263,-0.07146230008165759,0.7710411548614502,0,0.026771653543307083
264,-0.07146230008165759,0.7730541229248047,0,0.026771653543307083
265,-0.07146230008165759,0.7750899791717529,0,0.026771653543307083
266,-0.07146230008165759,0.776940107345581,0,0.026771653543307083
267,-0.07146230008165759,0.7785699367523193,0,0.026771653543307083
268,-0.07146230008165759,0.7803189754486084,0,0.026771653543307083
269,-0.07146230008165759,0.7828330993652344,0,0.026771653543307083
270,-0.07146230008165759,0.7850019931793213,0,0.026771653543307083
271,-0.07146230008165759,0.7868571281433105,0,0.026771653543307083
272,-0.07146230008165759,0.7886590957641602,0,0.026771653543307083
273,-0.07146230008165759,0.7912650108337402,0,0.026771653543307083
274,-0.07146230008165759,0.7940430641174316,0,0.026771653543307083
275,-0.07146230008165759,0.7961070537567139,0,0.026771653543307083
276,-0.07146230008165759,0.7982430458068848,0,0.026771653543307083
277,-0.07146230008165759,0.8003320693969727,0,0.026771653543307083
278,-0.07146230008165759,0.8030171394348145,0,0.026771653543307083
279,-0.07146230008165759,0.8047101497650146,0,0.026771653543307083
280,-0.07146230008165759,0.8064100742340088,0,0.026771653543307083
281,-0.07146230008165759,0.8081841468811035,0,0.026771653543307083
282,-0.07146230008165759,0.8113131523132324,0,0.026771653543307083
283,-0.07146230008165759,0.8130290508270264,0,0.026771653543307083
284,-0.07146230008165759,0.8146090507507324,0,0.026771653543307083
285,-0.07146230008165759,0.8166830539703369,0,0.026771653543307083
286,-0.07146230008165759,0.8182580471038818,0,0.026771653543307083
287,-0.07146230008165759,0.8201949596405029,0,0.026771653543307083
288,-0.07146230008165759,0.8228130340576172,0,0.026771653543307083
289,-0.07146230008165759,0.8248021602630615,0,0.026771653543307083
290,-0.07146230008165759,0.8268041610717773,0,0.026771653543307083
291,-0.07146230008165759,0.8283259868621826,0,0.026771653543307083
292,-0.07146230008165759,0.8306889533996582,0,0.026771653543307083
293,-0.07146230008165759,0.8333220481872559,0,0.026771653543307083
294,-0.07146230008165759,0.8356330394744873,0,0.026771653543307083
295,-0.07146230008165759,0.8372600078582764,0,0.026771653543307083
296,-0.07146230008165759,0.8392860889434814,0,0.026771653543307083
297,-0.07146230008165759,0.8425929546356201,0,0.026771653543307083
298,-0.07146230008165759,0.8448610305786133,0,0.026771653543307083
299,-0.07146230008165759,0.8473169803619385,0,0.026771653543307083
300,-0.07146230008165759,0.8489630222320557,0,0.026771653543307083
301,-0.07146230008165759,0.8516860008239746,0,0.026771653543307083
302,-0.07146230008165759,0.853430986404419,0,0.026771653543307083
303,-0.07146230008165759,0.8554260730743408,0,0.026771653543307083
304,-0.07146230008165759,0.8574659824371338,0,0.026771653543307083
305,-0.07146230008165759,0.8593590259552002,0,0.026771653543307083
306,-0.07146230008165759,0.861591100692749,0,0.026771653543307083
307,-0.07146230008165759,0.86338210105896,0,0.026771653543307083
308,-0.07146230008165759,0.8652300834655762,0,0.026771653543307083
309,-0.07146230008165759,0.8671040534973145,0,0.026771653543307083
310,-0.07146230008165759,0.8689310550689697,0,0.026771653543307083
311,-0.07146230008165759,0.8715779781341553,0,0.026771653543307083
312,-0.07146230008165759,0.8736951351165771,0,0.026771653543307083
313,-0.07146230008165759,0.8758349418640137,0,0.026771653543307083
314,-0.07146230008165759,0.8777730464935303,0,0.026771653543307083
315,-0.07146230008165759,0.8797750473022461,0,0.026771653543307083
316,-0.07146230008165759,0.8822519779205322,0,0.026771653543307083
317,-0.07146230008165759,0.8839290142059326,0,0.026771653543307083
318,-0.07146230008165759,0.8858380317687988,0,0.026771653543307083
319,-0.07146230008165759,0.8879590034484863,0,0.026771653543307083
320,-0.07146230008165759,0.8901331424713135,0,0.026771653543307083
321,-0.07146230008165759,0.8926839828491211,0,0.026771653543307083
322,-0.07146230008165759,0.8946311473846436,0,0.026771653543307083
323,-0.07146230008165759,0.896888017654419,0,0.026771653543307083
324,-0.07146230008165759,0.8991720676422119,0,0.026771653543307083
325,-0.07146230008165759,0.9013040065765381,0,0.026771653543307083
326,-0.07146230008165759,0.9039809703826904,0,0.026771653543307083
327,-0.07146230008165759,0.9057760238647461,0,0.026771653543307083
328,-0.07146230008165759,0.9079580307006836,0,0.026771653543307083
329,-0.07146230008165759,0.9102880954742432,0,0.026771653543307083
330,-0.07146230008165759,0.9131090641021729,0,0.026771653543307083
331,-0.07146230008165759,0.9147810935974121,0,0.026771653543307083
332,-0.07146230008165759,0.9164550304412842,0,0.026771653543307083
333,-0.07146230008165759,0.9185869693756104,0,0.026771653543307083
334,-0.07146230008165759,0.9222590923309326,0,0.026771653543307083
335,-0.07146230008165759,0.9247720241546631,0,0.026771653543307083
336,-0.07146230008165759,0.9269969463348389,0,0.026771653543307083
337,-0.07146230008165759,0.9286890029907227,0,0.026771653543307083
338,-0.07146230008165759,0.9312870502471924,0,0.026771653543307083
339,-0.07146230008165759,0.9335811138153076,0,0.026771653543307083
340,-0.07146230008165759,0.9353799819946289,0,0.026771653543307083
341,-0.07146230008165759,0.936939001083374,0,0.026771653543307083
342,-0.07146230008165759,0.938452959060669,0,0.026771653543307083
343,-0.07146230008165759,0.9407351016998291,0,0.026771653543307083
344,-0.07146230008165759,0.9431769847869873,0,0.026771653543307083
345,-0.07146230008165759,0.945202112197876,0,0.026771653543307083
346,-0.07146230008165759,0.9471340179443359,0,0.026771653543307083
347,-0.07695940008793893,0.9495351314544678,0,0.026771653543307083
348,-0.07695940008793893,0.9519000053405762,0,0.026771653543307083
349,-0.07695940008793893,0.953909158706665,0,0.026771653543307083
350,-0.07695940008793893,0.9561049938201904,0,0.026771653543307083
351,-0.07695940008793893,0.9582240581512451,0,0.026771653543307083
352,-0.07146230008165759,0.9611799716949463,0,0.026771653543307083
353,-0.07146230008165759,0.9633209705352783,0,0.026771653543307083
354,-0.07146230008165759,0.9648900032043457,0,0.026771653543307083
355,-0.07146230008165759,0.9670469760894775,0,0.026771653543307083
356,-0.07146230008165759,0.9689040184020996,0,0.026771653543307083
357,-0.07146230008165759,0.9715061187744141,0,0.026771653543307083
358,-0.07146230008165759,0.974013090133667,0,0.026771653543307083
359,-0.07146230008165759,0.9760961532592773,0,0.026771653543307083
360,-0.07146230008165759,0.9783179759979248,0,0.026771653543307083
361,-0.07146230008165759,0.9803030490875244,0,0.026771653543307083
362,-0.07146230008165759,0.9824800491333008,0,0.026771653543307083
363,-0.07146230008165759,0.9844660758972168,0,0.026771653543307083
364,-0.07146230008165759,0.9863150119781494,0,0.026771653543307083
365,-0.07146230008165759,0.9882199764251709,0,0.026771653543307083
366,-0.07146230008165759,0.9905209541320801,0,0.026771653543307083
367,-0.07146230008165759,0.992995023727417,0,0.026771653543307083
368,-0.07146230008165759,0.9960341453552246,0,0.026771653543307083
369,-0.07146230008165759,0.9983220100402832,0,0.026771653543307083
370,-0.07146230008165759,1.0007729530334473,0,0.026771653543307083
371,-0.07146230008165759,1.0031490325927734,0,0.026771653543307083
372,-0.07146230008165759,1.0048470497131348,0,0.026771653543307083
373,-0.07146230008165759,1.00689697265625,0,0.026771653543307083
374,-0.07146230008165759,1.0088491439819336,0,0.026771653543307083
375,-0.07146230008165759,1.0109670162200928,0,0.026771653543307083
376,-0.07146230008165759,1.0136399269104004,0,0.026771653543307083
377,-0.07146230008165759,1.015779972076416,0,0.026771653543307083
378,-0.07146230008165759,1.017657995223999,0,0.026771653543307083
379,-0.07146230008165759,1.0193829536437988,0,0.026771653543307083
380,-0.07146230008165759,1.0218710899353027,0,0.026771653543307083
381,-0.07146230008165759,1.024364948272705,0,0.026771653543307083
382,-0.07146230008165759,1.026237964630127,0,0.026771653543307083
383,-0.07146230008165759,1.0281739234924316,0,0.026771653543307083
384,-0.07146230008165759,1.0306379795074463,0,0.026771653543307083
385,-0.07146230008165759,1.0342090129852295,0,0.026771653543307083
386,-0.07146230008165759,1.0369980335235596,0,0.026771653543307083
387,-0.07146230008165759,1.0398390293121338,0,0.026771653543307083
388,-0.07146230008165759,1.0427861213684082,0,0.026771653543307083
389,-0.07146230008165759,1.0449061393737793,0,0.026771653543307083
390,-0.07146230008165759,1.046877145767212,0,0.026771653543307083
391,-0.07146230008165759,1.0488600730895996,0,0.026771653543307083
392,-0.07146230008165759,1.0517079830169678,0,0.026771653543307083
393,-0.07146230008165759,1.0540781021118164,0,0.026771653543307083
394,-0.07146230008165759,1.0558850765228271,0,0.026771653543307083
395,-0.07146230008165759,1.0577940940856934,0,0.026771653543307083
396,-0.07146230008165759,1.0606470108032227,0,0.026771653543307083
397,-0.07146230008165759,1.0638940334320068,0,0.026771653543307083
398,-0.07146230008165759,1.0660080909729004,0,0.026771653543307083
399,-0.07146230008165759,1.0681281089782715,0,0.026771653543307083
400,-0.07146230008165759,1.0698411464691162,0,0.026771653543307083
401,-0.07146230008165759,1.0719411373138428,0,0.026771653543307083
402,-0.07146230008165759,1.0744690895080566,0,0.026771653543307083
403,-0.07146230008165759,1.0761690139770508,0,0.026771653543307083
404,-0.07695940008793893,1.078160047531128,0,0.026771653543307083
405,-0.07695940008793893,1.0801401138305664,0,0.026771653543307083
406,-0.07695940008793893,1.0821220874786377,0,0.026771653543307083
407,-0.07695940008793893,1.0846500396728516,0,0.026771653543307083
408,-0.07146230008165759,1.0866539478302002,0,0.026771653543307083
409,-0.07146230008165759,1.0888030529022217,0,0.026771653543307083
410,-0.07146230008165759,1.0909090042114258,0,0.026771653543307083
411,-0.07146230008165759,1.0931589603424072,0,0.026771653543307083
412,-0.07146230008165759,1.0951330661773682,0,0.026771653543307083
413,-0.07146230008165759,1.0972161293029785,0,0.026771653543307083
414,-0.07146230008165759,1.0992770195007324,0,0.026771653543307083
415,-0.07146230008165759,1.1013450622558594,0,0.026771653543307083
416,-0.07146230008165759,1.1038501262664795,0,0.026771653543307083
417,-0.07146230008165759,1.105762004852295,0,0.026771653543307083
418,-0.07146230008165759,1.1078929901123047,0,0.026771653543307083
419,-0.07146230008165759,1.1098849773406982,0,0.026771653543307083
420,-0.07146230008165759,1.1119811534881592,0,0.026771653543307083
421,-0.07146230008165759,1.1138720512390137,0,0.026771653543307083
422,-0.07146230008165759,1.1167120933532715,0,0.026771653543307083
423,-0.07146230008165759,1.119555950164795,0,0.026771653543307083
424,-0.07146230008165759,1.1214611530303955,0,0.026771653543307083
425,-0.07146230008165759,1.1239581108093262,0,0.026771653543307083
426,-0.07146230008165759,1.12589693069458,0,0.026771653543307083
427,-0.07146230008165759,1.1281099319458008,0,0.026771653543307083
428,-0.07146230008165759,1.1300759315490723,0,0.026771653543307083
429,-0.07146230008165759,1.1327440738677979,0,0.026771653543307083
430,-0.07146230008165759,1.1346690654754639,0,0.026771653543307083
431,-0.07146230008165759,1.1362731456756592,0,0.026771653543307083
432,-0.07146230008165759,1.1383330821990967,0,0.026771653543307083
433,-0.07146230008165759,1.1402499675750732,0,0.026771653543307083
434,-0.07146230008165759,1.142359972000122,0,0.026771653543307083
435,-0.07146230008165759,1.1448400020599365,0,0.026771653543307083
436,-0.07146230008165759,1.1468479633331299,0,0.026771653543307083
