,heading (rad),t (sec),velocity state (m/s),x (m),y (m)
0,3.1284750377462816,0.05878424644470215,-0.0005772870902965699,1.6407948971041342,0.7844735050507856
1,3.128416799870812,0.06878423690795898,0.0006305342364626012,1.640780194049561,0.7844797442930873
2,3.1283539829319356,0.07878422737121582,-0.0003172762200154064,1.6407910542111115,0.7844625339713174
3,3.1283934286096606,0.08878421783447266,6.8694474755454166e-06,1.6407886731304286,0.7844621965087304
4,3.1283299232691255,0.09878420829772949,0.00017877484853439865,1.640785751015297,0.7844660001946525
5,3.1283251764335236,0.10878419876098633,-0.000170267283148934,1.64078991093637,0.7844747493791246
6,3.1283161203278165,0.11878418922424316,0.00013154120010122112,1.640785695286963,0.7844823830527096
7,3.128529598473509,0.1287841796875,0.0013504514052160824,1.6407638055166498,0.7844687183944118
8,3.1285769384290965,0.13878417015075684,0.00044901068004186924,1.6407658517191774,0.7844718713219504
9,3.128519025771069,0.14878416061401367,-0.00028275895941948817,1.6407729760493668,0.7844747216088737
10,3.128343295791025,0.1587841510772705,-0.00037528902306163,1.6407782648928169,0.7844675385907637
11,3.128268362661821,0.16878414154052734,-0.0002852840586155839,1.6407807243257972,0.7844539131639546
12,3.1282905520594313,0.17878413200378418,-0.0010951237460103387,1.6407971472931733,0.7844715718412977
13,3.128305317175409,0.18878412246704102,0.00030386678434271444,1.6407846248545428,0.7844832175142382
14,3.1282444712837263,0.19878411293029785,0.0003783644196818232,1.6407794367678359,0.7844838277830005
15,3.128412385111317,0.2087841033935547,0.0008124691854491047,1.6407690210892893,0.7844755414606336
16,3.128804105222052,0.21878409385681152,0.0004627692577926389,1.640766673483205,0.7844587985064312
17,3.128564501663815,0.22878408432006836,-0.0008827226382639829,1.6407846046945564,0.7844598053548928
18,3.128402138206953,0.2387840747833252,-4.5172356769343635e-05,1.640778756100881,0.7844682743585296
19,3.1283076782876442,0.24878406524658203,-5.8465684396114254e-05,1.6407796836063657,0.7844695143971344
20,3.1282804262173913,0.25878405570983887,6.526124172088055e-06,1.640779890561109,0.7844577690013941
21,3.128368018102219,0.2687840461730957,-0.0007101046768161167,1.640791868115549,0.7844709842269602
22,3.1284527589020317,0.27878403663635254,-2.2945689326642674e-05,1.6407870932967463,0.7844668240344626
23,3.128433703789145,0.2887840270996094,-0.001237770834998961,1.6408075533528566,0.7844606083078599
24,3.1284229687450633,0.2987842559814453,0.0013861182012543318,1.6407760840180523,0.7844454365437793
25,3.1283319666717033,0.30878424644470215,2.0694836294726404e-05,1.6407846969223643,0.7844622546150825
26,3.1281887468858285,0.318784236907959,-0.0004958800280361189,1.6407931957866506,0.7844603663841963
27,3.1284490893768284,0.3287842273712158,0.0007996541708964149,1.6407765098170102,0.7844702244284789
28,3.12843559667135,0.33878421783447266,0.0009890886369170564,1.640765696452049,0.7844702768613452
29,3.128482329843022,0.3487842082977295,-0.000304092402715576,1.6407769966776993,0.7844645591371561
30,3.128455319224956,0.35878419876098633,-0.0015658023689595572,1.6408015319672733,0.7844685537470376
31,3.1283231704970964,0.36878418922424316,0.00020892729219762013,1.6407876133796147,0.7844742835121783
32,3.12838915432407,0.3787841796875,-0.00027126968945283904,1.6407928654875754,0.7844814288885322
33,3.128428595989303,0.38878417015075684,0.00016920802099048264,1.64078933013698,0.7844845651497095
34,3.128366164548451,0.39878416061401367,9.754560759313484e-05,1.640788879048415,0.7844739205140857
35,3.128520562929592,0.4087841510772705,-0.0002885425688013012,1.640794139251382,0.7844695559060422
36,3.1285793640003203,0.41878414154052734,8.85745955593657e-05,1.6407896052118573,0.7844706061605768
37,3.128318844908048,0.4287841320037842,0.00041645770841945896,1.640783771118813,0.7844572446862224
38,3.128276777063226,0.438784122467041,0.0006690677539838778,1.6407756457127485,0.7844746889795386
39,3.1285523372940083,0.44878411293029785,0.00036962999084352713,1.64077386586413,0.7844651245054599
40,3.128627911732334,0.4587841033935547,0.0002516715420032383,1.6407728309712368,0.7844739293153125
41,3.1285299769507233,0.4687840938568115,-0.0006796784590060413,1.6407858868817071,0.7844695785796298
42,3.1281115443119036,0.47878408432006836,-0.0011171284621974043,1.6407993376770276,0.7844635555211515
43,3.1282456684703943,0.4887840747833252,-0.0003169290942230472,1.640798367989347,0.7844682285733994
44,3.1282899314709347,0.49878406524658203,0.0004762675458269494,1.6407873779191344,0.7844694116514981
45,3.128315832553641,0.5087840557098389,-0.0006158340445032986,1.6408001061684967,0.784471155992133
46,3.1282876002840476,0.5187840461730957,0.000521816497957979,1.6407878217273397,0.7844695906015025
47,3.128419688336847,0.5287840366363525,0.0008103159009074635,1.640776699569832,0.7844646951679142
48,3.128305594092241,0.5387840270996094,-0.000629582761388091,1.6407928976367328,0.7844635893910235
49,3.128201499476226,0.5487842559814453,0.00027469651035610026,1.6407835124602075,0.7844640730794016
50,3.1282535921258865,0.5587842464447021,-0.00015563701569521306,1.6407889373117412,0.7844712832665653
51,3.1284465631333958,0.568784236907959,0.000889067797729336,1.6407730618409277,0.7844713630077529
52,3.128362604459768,0.5787842273712158,0.0005137533972368971,1.640770653292322,0.7844710680550712
53,3.1284457728563693,0.5887842178344727,1.1570941978394655e-06,1.6407749431076217,0.7844650473364416
54,3.128451093434957,0.5987842082977295,-0.0003136798345236652,1.6407795256482374,0.784460288615449
55,3.1283767292443296,0.6087841987609863,4.507064623447467e-05,1.6407764249200805,0.7844703495829279
56,3.128522127821758,0.6187841892242432,-0.0004987947300431677,1.6407840073206337,0.7844699530781282
57,3.1284821720729052,0.6287841796875,0.00011135392709095472,1.6407792004497797,0.7844762795867435
58,3.1285657436746157,0.6387841701507568,0.000793810626075117,1.6407677269139693,0.7844707254785704
59,3.12856365607082,0.6487841606140137,0.0004824017512832572,1.6407654831935572,0.7844793491872163
60,3.1284350468258504,0.6587841510772705,-0.00020324040891573606,1.6407720550846436,0.7844757258058337
61,3.1283041119642068,0.6687841415405273,-0.0007510993897050485,1.6407830860085966,0.7844636646423989
62,3.1282588983746416,0.6787841320037842,0.00030937737912279674,1.6407721097810182,0.7844679238796081
63,3.1283299183208455,0.688784122467041,-0.0006715915545154706,1.6407863098984599,0.7844659826886816
64,3.1284116976862872,0.6987841129302979,-0.0009510054683797392,1.6407970604087423,0.7844704098542518
